"filename", "language", "Python", "C++", "PowerShell", "Markdown", "Shell Script", "Properties", "HTML", "reStructuredText", "JavaScript", "PostCSS", "XML", "JSON", "comment", "blank", "total"
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tinycss2.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 22
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tkinterdnd2.py", "Python", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 17, 91
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tkinterweb.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tkinterweb_tkhtml.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tkinterweb_tkhtml_extras.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-toga.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 45
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-toga_cocoa.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-toga_gtk.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-toga_winforms.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 41
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torch.py", "Python", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 22, 180
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torchao.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torchaudio.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 22
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torchtext.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 22
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torchvision.io.image.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-torchvision.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 19
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 14
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_client.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_code.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_components.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_datagrid.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_deckgl.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_formkit.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_grid.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_iframe.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_keycloak.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_leaflet.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_markdown.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_matplotlib.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_mesh_streamer.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_plotly.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_pvui.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_quasar.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_rca.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_router.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_simput.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_tauri.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_tweakpane.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_vega.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_vtk.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 19
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_vtk3d.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_vtklocal.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_vuetify.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_xterm.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-transformers.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 38
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-travertino.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trimesh.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-triton.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 8, 48
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-ttkthemes.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 2, 57
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-ttkwidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 39
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tzdata.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 23
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tzwhere.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-u1db.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 32
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-ultralytics.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-umap.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-unidecode.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 21
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-uniseg.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-urllib3.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 19
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-urllib3_future.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-usb.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 11, 92
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-uuid6.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-uvicorn.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-uvloop.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vaderSentiment.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkAcceleratorsVTKmCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkAcceleratorsVTKmDataModel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkAcceleratorsVTKmFilters.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkChartsCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonColor.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonComputationalGeometry.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonDataModel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonExecutionModel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonMath.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonMisc.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonPython.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonSystem.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonTransforms.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkDomainsChemistry.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkDomainsChemistryOpenGL2.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersAMR.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersCellGrid.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersExtraction.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersFlowPaths.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersGeneral.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersGeneric.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersGeometry.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersGeometryPreview.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersHybrid.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersHyperTree.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersImaging.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersModeling.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersParallel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersParallelDIY2.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersParallelImaging.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersParallelStatistics.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersPoints.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersProgrammable.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersPython.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersReduction.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersSMP.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersSelection.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersSources.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersStatistics.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersTemporal.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersTensor.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersTexture.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersTopology.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersVerdict.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkGeovisCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 16
